고객ID,고객명,Tier,업종,손익코드,손익명,매출코드,매출명,고객소통명,25년매출,26년매출,대분류,중분류,AX구분_대,AX구분_중,AI Stack
cust032,고객 032,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,83954169,41725737,대분류002,중분류002,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,B38,손익013,B38,상품015,상품_대외용_007,48000000,26000000,대분류004,중분류012,Legacy,Application,AI Platform
cust032,고객 032,Tier3,금융,B50,손익021,B51,상품032,상품_대외용_022,58354,0,대분류002,중분류004,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,1440000,720000,대분류001,중분류001,AX,Infra,AI Infra
cust032,고객 032,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,34748236,18555431,대분류004,중분류013,Legacy,Application,Application
cust032,고객 032,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,1340619416,571851190,대분류004,중분류013,Legacy,Application,Application
cust032,고객 032,Tier3,금융,E40,손익024,E41,상품037,상품_대외용_026,41774,0,대분류004,중분류006,Legacy,Application,Application
cust032,고객 032,Tier3,금융,K10,손익015,K13,상품024,상품_대외용_014,1835994,81764,대분류004,중분류014,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,K10,손익015,K11,상품023,상품_대외용_014,78955103,26561889,대분류004,중분류014,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,K14,손익016,K14,상품025,상품_대외용_015,1900032893,1094528553,대분류004,중분류014,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,449037593,231899018,대분류004,중분류015,Legacy,Infra,NW Infra
cust032,고객 032,Tier3,금융,T12,손익026,T12,상품043,상품_대외용_030,24968,0,대분류002,중분류004,Legacy,Application,Application
cust032,고객 032,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,1102960,553024,대분류002,중분류002,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,6854395053,2837659862,대분류004,중분류008,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,12083025,7315418,대분류004,중분류008,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,A30,손익009,A33,상품029,상품_대외용_019,85663408,45768611,대분류004,중분류008,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,291710226,83488360,대분류003,중분류009,AX,Application,AI Model
cust033,고객 033,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,455851492,260709546,대분류004,중분류011,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,792000,397320,대분류002,중분류002,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,B38,손익013,B48,상품031,상품_대외용_021,107476,630000,대분류004,중분류012,Legacy,Application,AI Platform
cust033,고객 033,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,4800000,2400000,대분류001,중분류001,AX,Infra,AI Infra
cust033,고객 033,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,1602090,39571135,대분류004,중분류014,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,K10,손익015,K12,상품039,상품_대외용_014,96112790,37637879,대분류004,중분류014,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,575127351,183917552,대분류004,중분류014,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,4556191,3935831,대분류004,중분류014,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,2067656312,1123906921,대분류004,중분류015,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,L30,손익022,L31,상품034,상품_대외용_024,49461381,26559512,대분류004,중분류015,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,M20,손익023,M21,상품035,상품_대외용_025,3309898602,1669795432,대분류005,중분류017,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,V10,손익018,V11,상품027,상품_대외용_017,906681,442485,대분류002,중분류002,Legacy,Infra,NW Infra
cust033,고객 033,Tier2,금융,W14,손익028,W14,상품046,상품_대외용_014,268538,60507,대분류004,중분류014,Legacy,Infra,NW Infra
cust034,고객 034,Tier2,금융,B50,손익021,B51,상품032,상품_대외용_022,0,77417,대분류002,중분류004,Legacy,Infra,NW Infra
cust034,고객 034,Tier2,금융,D25,손익031,D25,상품053,상품_대외용_037,15868800000,4030000000,대분류001,중분류020,AX,Infra,AI Infra
cust035,고객 035,Tier3,금융,A30,손익009,A32,상품011,상품_대외용_003,50486858,25081246,대분류004,중분류008,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,A30,손익009,A33,상품029,상품_대외용_019,3000317,1446374,대분류004,중분류008,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,A30,손익009,A31,상품048,상품_대외용_032,193437,97308,대분류004,중분류008,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,B30,손익012,B32,상품014,상품_대외용_006,46636368,23318184,대분류004,중분류011,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,2376000,1188000,대분류002,중분류002,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,217698259,131798098,대분류001,중분류001,AX,Infra,AI Infra
cust035,고객 035,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,786596085,593436854,대분류004,중분류013,Legacy,Application,Application
cust035,고객 035,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,689154312,362329535,대분류004,중분류013,Legacy,Application,Application
cust035,고객 035,Tier3,금융,E40,손익024,E41,상품037,상품_대외용_026,4307097,1987200,대분류004,중분류006,Legacy,Application,Application
cust035,고객 035,Tier3,금융,K10,손익015,K13,상품024,상품_대외용_014,1530826,950258,대분류004,중분류014,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,K10,손익015,K11,상품023,상품_대외용_014,6998081,3534285,대분류004,중분류014,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,K14,손익016,K14,상품025,상품_대외용_015,18315071,9084515,대분류004,중분류014,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,2476291270,1229343516,대분류004,중분류015,Legacy,Infra,NW Infra
cust035,고객 035,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,26364,12988,대분류002,중분류002,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,A30,손익009,A33,상품029,상품_대외용_019,27033,11299,대분류004,중분류008,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,1939813,1644716,대분류004,중분류008,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,142220000,33600000,대분류004,중분류011,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,131765371,232389695,대분류002,중분류002,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,B38,손익013,B38,상품015,상품_대외용_007,3500000,0,대분류004,중분류012,Legacy,Application,AI Platform
cust009,고객 009,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,128354324,51201308,대분류002,중분류004,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,D20,손익001,D21,상품016,상품_대외용_008,4800000,2400000,대분류001,중분류001,AX,Infra,AI Infra
cust009,고객 009,Tier2,대기업,E20,손익006,E26,상품017,상품_대외용_009,118800,59400,대분류004,중분류006,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,E20,손익006,E21,상품054,상품_대외용_038,0,0,대분류004,중분류006,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,12516228,236754,대분류004,중분류013,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,E30,손익014,E32,상품021,상품_대외용_013,155485,937281,대분류004,중분류013,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,E40,손익024,E41,상품037,상품_대외용_026,4372800,2186400,대분류004,중분류006,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,K10,손익015,K13,상품024,상품_대외용_014,532385,205976,대분류004,중분류014,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,4453266,2095264,대분류004,중분류014,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,3983098,150683,대분류004,중분류014,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,L10,손익017,L11,상품026,상품_대외용_016,653893400,284446700,대분류004,중분류015,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,L30,손익022,L34,상품041,상품_대외용_016,76845780,16237236,대분류004,중분류015,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,L30,손익022,L33,상품042,상품_대외용_029,90610000,77220000,대분류004,중분류015,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,41123631,29417509,대분류005,중분류017,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,M30,손익032,M31,상품055,상품_대외용_039,0,540000,대분류006,중분류019,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,M30,손익032,M31,상품056,상품_대외용_039,1080000,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust009,고객 009,Tier2,대기업,T10,손익008,T11,상품010,상품_대외용_002,231633,0,대분류002,중분류002,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,T12,손익026,T12,상품043,상품_대외용_030,166600,142800,대분류002,중분류004,Legacy,Application,Application
cust009,고객 009,Tier2,대기업,V10,손익018,V11,상품027,상품_대외용_017,442209,190592,대분류002,중분류002,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,71,0,대분류004,중분류008,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,A36,손익011,A36,상품013,상품_대외용_005,1423440000,711720000,대분류003,중분류010,AX,Application,AI Model
cust036,고객 036,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,64800000,32400000,대분류004,중분류011,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,552000,276000,대분류002,중분류002,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,19624771,13224193,대분류001,중분류001,AX,Infra,AI Infra
cust036,고객 036,Tier2,금융,E20,손익006,E22,상품018,상품_대외용_010,84000000,42000000,대분류004,중분류006,Legacy,Application,Application
cust036,고객 036,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,3443428000,1745624858,대분류004,중분류013,Legacy,Application,Application
cust036,고객 036,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,11360362300,5496788313,대분류004,중분류013,Legacy,Application,Application
cust036,고객 036,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,1883964,974742,대분류004,중분류014,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,401936462,212267511,대분류004,중분류015,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,L10,손익017,L13,상품040,상품_대외용_028,9225975,460362,대분류004,중분류015,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,L30,손익022,L31,상품034,상품_대외용_024,46080000,23040000,대분류004,중분류015,Legacy,Infra,NW Infra
cust036,고객 036,Tier2,금융,V10,손익018,V11,상품027,상품_대외용_017,3924527,1967783,대분류002,중분류002,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,6785264,2594966,대분류004,중분류008,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,207419744,168400895,대분류004,중분류008,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,A30,손익009,A33,상품029,상품_대외용_019,2882,875,대분류004,중분류008,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,3024000,1512000,대분류003,중분류009,AX,Application,AI Model
cust037,고객 037,Tier2,금융,B50,손익021,B51,상품032,상품_대외용_022,223200,111600,대분류002,중분류004,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,D20,손익001,D23,상품033,상품_대외용_023,2400000,1200000,대분류001,중분류001,AX,Infra,AI Infra
cust037,고객 037,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,62400000,31200000,대분류001,중분류001,AX,Infra,AI Infra
cust037,고객 037,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,2282129,1044000,대분류004,중분류006,Legacy,Application,Application
cust037,고객 037,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,13258479,6995789,대분류004,중분류014,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,938197645,621269352,대분류004,중분류014,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,48480000,24240000,대분류004,중분류015,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,T12,손익026,T12,상품043,상품_대외용_030,265884,114942,대분류002,중분류004,Legacy,Application,Application
cust037,고객 037,Tier2,금융,V10,손익018,V11,상품027,상품_대외용_017,18788,0,대분류002,중분류002,Legacy,Infra,NW Infra
cust037,고객 037,Tier2,금융,W14,손익028,W15,상품047,상품_대외용_014,6360659,1866885,대분류004,중분류014,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,A30,손익009,A31,상품048,상품_대외용_032,848991,249663,대분류004,중분류008,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,A30,손익009,A32,상품011,상품_대외용_003,15814291,6899452,대분류004,중분류008,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,A35,손익010,A35,상품012,상품_대외용_004,7208955,3861568,대분류003,중분류009,AX,Application,AI Model
cust010,고객 010,Tier3,온라인/IT,B30,손익012,B32,상품014,상품_대외용_006,27925133,13962734,대분류004,중분류011,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,B36,손익020,E24,상품057,상품_대외용_020,2004377260,0,대분류002,중분류002,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,B38,손익013,B38,상품015,상품_대외용_007,6511905,3255991,대분류004,중분류012,Legacy,Application,AI Platform
cust010,고객 010,Tier3,온라인/IT,D20,손익001,D21,상품016,상품_대외용_008,6473982997,3462086423,대분류001,중분류001,AX,Infra,AI Infra
cust010,고객 010,Tier3,온라인/IT,D20,손익001,D22,상품050,상품_대외용_034,2520115000,1260066000,대분류001,중분류001,AX,Infra,AI Infra
cust010,고객 010,Tier3,온라인/IT,E20,손익006,E25,상품019,상품_대외용_011,99990,49995,대분류004,중분류006,Legacy,Application,Application
cust010,고객 010,Tier3,온라인/IT,E30,손익014,E31,상품022,상품_대외용_013,2588585,514208,대분류004,중분류013,Legacy,Application,Application
cust010,고객 010,Tier3,온라인/IT,E30,손익014,E32,상품021,상품_대외용_013,1494860,503399,대분류004,중분류013,Legacy,Application,Application
cust010,고객 010,Tier3,온라인/IT,K14,손익016,K14,상품025,상품_대외용_015,4589363,2344410,대분류004,중분류014,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,L10,손익017,L11,상품026,상품_대외용_016,38836987,20610842,대분류004,중분류015,Legacy,Infra,NW Infra
cust010,고객 010,Tier3,온라인/IT,V10,손익018,V11,상품027,상품_대외용_017,6289360,3109229,대분류002,중분류002,Legacy,Infra,NW Infra
cust038,고객 038,Tier3,온라인/IT,B30,손익012,B32,상품014,상품_대외용_006,283500000,153000000,대분류004,중분류011,Legacy,Infra,NW Infra
cust038,고객 038,Tier3,온라인/IT,D20,손익001,D21,상품016,상품_대외용_008,3816518000,1928304000,대분류001,중분류001,AX,Infra,AI Infra
cust038,고객 038,Tier3,온라인/IT,K14,손익016,K14,상품025,상품_대외용_015,3624796,1810301,대분류004,중분류014,Legacy,Infra,NW Infra
cust038,고객 038,Tier3,온라인/IT,L10,손익017,L11,상품026,상품_대외용_016,215682580,104940000,대분류004,중분류015,Legacy,Infra,NW Infra
cust038,고객 038,Tier3,온라인/IT,V10,손익018,V11,상품027,상품_대외용_017,18422832,8811217,대분류002,중분류002,Legacy,Infra,NW Infra
cust039,고객 039,Tier3,글로벌,B30,손익012,B32,상품014,상품_대외용_006,2993300300,1369902195,대분류004,중분류011,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,36508235,18591809,대분류004,중분류008,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,1301677493,458126200,대분류004,중분류008,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,2416954397,1259500528,대분류003,중분류009,AX,Application,AI Model
cust040,고객 040,Tier2,금융,A36,손익011,A36,상품013,상품_대외용_005,63084000,31542000,대분류003,중분류010,AX,Application,AI Model
cust040,고객 040,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,1080000,540000,대분류002,중분류002,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,6107593809,2767526353,대분류004,중분류013,Legacy,Application,Application
cust040,고객 040,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,4231372772,2081565628,대분류004,중분류013,Legacy,Application,Application
cust040,고객 040,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,4687800,2340000,대분류004,중분류006,Legacy,Application,Application
cust040,고객 040,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,366248192,210517707,대분류004,중분류014,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,19701549,18634972,대분류004,중분류014,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,6600284,5731962,대분류004,중분류014,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,3060087,1243491,대분류004,중분류015,Legacy,Infra,NW Infra
cust040,고객 040,Tier2,금융,W14,손익028,W15,상품047,상품_대외용_014,168,393,대분류004,중분류014,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,A30,손익009,A32,상품011,상품_대외용_003,60723408,32812155,대분류004,중분류008,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,B36,손익020,B36,상품030,상품_대외용_020,31204776,14763024,대분류002,중분류002,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,B50,손익021,B51,상품032,상품_대외용_022,2899836,1449918,대분류002,중분류004,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,E20,손익006,E26,상품017,상품_대외용_009,22138,10956,대분류004,중분류006,Legacy,Application,Application
cust011,고객 011,Tier2,SME,E30,손익014,E31,상품022,상품_대외용_013,5061558,187400,대분류004,중분류013,Legacy,Application,Application
cust011,고객 011,Tier2,SME,E40,손익024,E41,상품037,상품_대외용_026,2308512,1077301,대분류004,중분류006,Legacy,Application,Application
cust011,고객 011,Tier2,SME,K10,손익015,K13,상품024,상품_대외용_014,670374,266345,대분류004,중분류014,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,K10,손익015,K11,상품023,상품_대외용_014,43998677,20769951,대분류004,중분류014,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,K14,손익016,K14,상품025,상품_대외용_015,248654,298352,대분류004,중분류014,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,M20,손익023,M21,상품035,상품_대외용_025,5518069756,2924873442,대분류005,중분류017,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,T10,손익008,T11,상품010,상품_대외용_002,1217286,0,대분류002,중분류002,Legacy,Application,Application
cust011,고객 011,Tier2,SME,T12,손익026,T12,상품043,상품_대외용_030,1367652,683826,대분류002,중분류004,Legacy,Application,Application
cust011,고객 011,Tier2,SME,T34,손익033,T34,상품058,상품_대외용_040,67200000,33600000,대분류005,중분류021,Legacy,Infra,NW Infra
cust011,고객 011,Tier2,SME,V10,손익018,V11,상품027,상품_대외용_017,54834282,25320729,대분류002,중분류002,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,A30,손익009,A32,상품011,상품_대외용_003,275843776,147195275,대분류004,중분류008,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,A30,손익009,A33,상품029,상품_대외용_019,9824825,4846889,대분류004,중분류008,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,A30,손익009,A31,상품048,상품_대외용_032,1166168,683641,대분류004,중분류008,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,A35,손익010,A35,상품012,상품_대외용_004,383971,0,대분류003,중분류009,AX,Application,AI Model
cust012,고객 012,Tier3,금융,B30,손익012,B32,상품014,상품_대외용_006,356712000,178356000,대분류004,중분류011,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,6072000,3036000,대분류002,중분류002,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,B38,손익013,B38,상품015,상품_대외용_007,21600000,10800000,대분류004,중분류012,Legacy,Application,AI Platform
cust012,고객 012,Tier3,금융,B50,손익021,B51,상품032,상품_대외용_022,337000,186000,대분류002,중분류004,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,999900000,516110000,대분류001,중분류001,AX,Infra,AI Infra
cust012,고객 012,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,702085010,265467654,대분류004,중분류013,Legacy,Application,Application
cust012,고객 012,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,27257756,833923879,대분류004,중분류013,Legacy,Application,Application
cust012,고객 012,Tier3,금융,E40,손익024,E41,상품037,상품_대외용_026,1368000,684000,대분류004,중분류006,Legacy,Application,Application
cust012,고객 012,Tier3,금융,K10,손익015,K11,상품023,상품_대외용_014,1556420923,784338303,대분류004,중분류014,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,K10,손익015,K13,상품024,상품_대외용_014,10858668,6037980,대분류004,중분류014,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,K14,손익016,K14,상품025,상품_대외용_015,82916814,18042831,대분류004,중분류014,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,790140178,434689707,대분류004,중분류015,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,T10,손익008,T11,상품010,상품_대외용_002,596400,0,대분류002,중분류002,Legacy,Application,Application
cust012,고객 012,Tier3,금융,T12,손익026,T12,상품043,상품_대외용_030,519998,297600,대분류002,중분류004,Legacy,Application,Application
cust012,고객 012,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,14671985,7356636,대분류002,중분류002,Legacy,Infra,NW Infra
cust012,고객 012,Tier3,금융,W14,손익028,W15,상품047,상품_대외용_014,371922,458105,대분류004,중분류014,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,A30,손익009,A33,상품029,상품_대외용_019,139742161,366566,대분류004,중분류008,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,A30,손익009,A31,상품048,상품_대외용_032,1248199,625483,대분류004,중분류008,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,A30,손익009,A32,상품011,상품_대외용_003,18139522,16194726,대분류004,중분류008,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,B30,손익012,B32,상품014,상품_대외용_006,1258065,8383333,대분류004,중분류011,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,B36,손익020,B36,상품030,상품_대외용_020,4075903,1867666,대분류002,중분류002,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,D20,손익001,D21,상품016,상품_대외용_008,3649958147,2017206842,대분류001,중분류001,AX,Infra,AI Infra
cust041,고객 041,Tier3,온라인/IT,E30,손익014,E34,상품020,상품_대외용_012,132310951,78599256,대분류004,중분류013,Legacy,Application,Application
cust041,고객 041,Tier3,온라인/IT,K10,손익015,K11,상품023,상품_대외용_014,35539199,7074172,대분류004,중분류014,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,K10,손익015,K13,상품024,상품_대외용_014,350494,73044,대분류004,중분류014,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,L10,손익017,L11,상품026,상품_대외용_016,577946495,319184000,대분류004,중분류015,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,V10,손익018,V11,상품027,상품_대외용_017,1065334,666672,대분류002,중분류002,Legacy,Infra,NW Infra
cust041,고객 041,Tier3,온라인/IT,W14,손익028,W15,상품047,상품_대외용_014,20266,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,A30,손익009,A33,상품029,상품_대외용_019,483951,2282753,대분류004,중분류008,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,A30,손익009,A31,상품048,상품_대외용_032,5220970,2320767,대분류004,중분류008,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,A30,손익009,A32,상품011,상품_대외용_003,184113803,80981990,대분류004,중분류008,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,A35,손익010,A35,상품012,상품_대외용_004,61559031,29734760,대분류003,중분류009,AX,Application,AI Model
cust013,고객 013,Tier3,금융,B30,손익012,B32,상품014,상품_대외용_006,245000000,135000000,대분류004,중분류011,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,576831547,287217421,대분류002,중분류002,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,483871,1800000,대분류001,중분류001,AX,Infra,AI Infra
cust013,고객 013,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,4017324027,1978832154,대분류004,중분류013,Legacy,Application,Application
cust013,고객 013,Tier3,금융,E30,손익014,E34,상품020,상품_대외용_012,26350323,148251179,대분류004,중분류013,Legacy,Application,Application
cust013,고객 013,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,3090127790,1785757166,대분류004,중분류013,Legacy,Application,Application
cust013,고객 013,Tier3,금융,E40,손익024,E41,상품037,상품_대외용_026,680333,216000,대분류004,중분류006,Legacy,Application,Application
cust013,고객 013,Tier3,금융,K14,손익016,K14,상품025,상품_대외용_015,7822843,3911720,대분류004,중분류014,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,3800161880,1881201249,대분류004,중분류015,Legacy,Infra,NW Infra
cust013,고객 013,Tier3,금융,T10,손익008,T11,상품010,상품_대외용_002,189871,0,대분류002,중분류002,Legacy,Application,Application
cust013,고객 013,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,24914,9727,대분류002,중분류002,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,A30,손익009,A33,상품029,상품_대외용_019,0,7309885,대분류004,중분류008,Legacy,Infra,NW Infra
